Scaffold,coverage,gc,genus,length
sg4i_contig18246,29.5,0.7179852775382983,gemmatimonas,30158
sg4i_contig18746,96.6,0.6905197915199324,thermus,7099
sg4i_contig19246,25.1,0.7213223873973819,gemmatimonas,4507
sg4i_contig19746,84.8,0.6773997569866342,thermus,3292
sg4i_contig20246,7.6,0.48091247672253257,not assigned,2148
sg4i_contig20747,55.2,0.6916070266753416,thermus,1537
sg4i_contig04100,4.2,0.6749740394600208,gemmatimonas,963
sg4i_contig03520,3.5,0.5964325529542921,not assigned,897
sg4i_contig15291,2.3,0.5729665071770335,not assigned,836
sg4i_contig13581,2.8,0.717391304347826,not assigned,782
sg4i_contig05497,2.5,0.575880758807588,not assigned,738
sg4i_contig06156,2.5,0.7007194244604317,not assigned,695
sg4i_contig14903,2.9,0.6498470948012233,not assigned,654
sg4i_contig07675,2.4,0.6451612903225806,not assigned,620
sg4i_contig17367,27.3,0.6911262798634812,not assigned,586
sg4i_contig09033,2.3,0.6232142857142857,not assigned,560
sg4i_contig07391,2.4,0.7092592592592593,not assigned,540
sg4i_contig07154,2.9,0.629277566539924,not assigned,526
sg4i_contig05141,3.3,0.6147859922178989,not assigned,514
sg4i_contig14594,2.0,0.6495049504950495,not assigned,505
sg4i_contig09759,3.6,0.6995967741935484,not assigned,496
sg4i_contig15269,2.0,0.6016427104722792,not assigned,487
sg4i_contig06778,2.0,0.6582278481012658,not assigned,474
sg4i_contig17039,8.6,0.6916299559471366,not assigned,454
sg4i_contig15873,3.8,0.6781002638522428,not assigned,379
sg4i_contig00247,2.6,0.6517241379310345,not assigned,290
sg4i_contig02057,1.0,0.6494845360824743,not assigned,194
sg4i_contig12103,1.0,0.5648148148148148,not assigned,108
sg4i_contig00303,35.1,0.7183814333433597,gemmatimonas,63167
sg4i_contig00894,6.8,0.6203483043079744,not assigned,10910
sg4i_contig01526,2.5,0.5534351145038168,not assigned,1048
sg4i_contig02231,2.7,0.7013245033112583,not assigned,3020
sg4i_contig02980,2.4,0.6436781609195402,not assigned,1305
sg4i_contig03748,5.6,0.7073011734028684,gemmatimonas,1534
sg4i_contig05298,3.4,0.69009009009009,not assigned,1110
sg4i_contig08345,4.2,0.7191216834400732,gemmatimonas,1093
sg4i_contig10998,5.1,0.6218905472636815,not assigned,2211
sg4i_contig12454,6.4,0.6640369967355821,not assigned,3676
sg4i_contig13386,15.7,0.5076346102330566,thermobaculum,7466
sg4i_contig15068,4.8,0.5401267159450898,not assigned,1894
sg4i_contig16910,30.0,0.7478991596638656,not assigned,1309
sg4i_contig18247,6.7,0.6789113866082235,sphaerobacter,30571
sg4i_contig18747,87.6,0.6381219341275403,rhodothermus,7135
sg4i_contig19247,96.6,0.6933064696664428,thermus,4467
sg4i_contig19747,46.9,0.7351655215490318,not assigned,3202
sg4i_contig20247,11.9,0.6704322200392927,not assigned,2036
sg4i_contig20748,3.2,0.6485148514851485,not assigned,1212
sg4i_contig12525,52.4,0.656282450674974,not assigned,963
sg4i_contig04239,2.9,0.7302118171683389,not assigned,897
sg4i_contig13390,3.7,0.6818181818181818,not assigned,836
sg4i_contig05628,3.3,0.6381074168797954,not assigned,782
sg4i_contig07280,2.0,0.6273712737127372,not assigned,738
sg4i_contig10212,2.7,0.34820143884892085,not assigned,695
sg4i_contig16018,8.5,0.6024464831804281,not assigned,654
sg4i_contig05809,3.0,0.6274193548387097,not assigned,620
sg4i_contig04317,3.2,0.5716723549488054,not assigned,586
sg4i_contig17686,17.2,0.675,not assigned,560
sg4i_contig05587,3.4,0.587037037037037,not assigned,540
sg4i_contig15472,1.9,0.6723809523809524,thermus,525
sg4i_contig03456,2.1,0.7023346303501945,conexibacter,514
sg4i_contig08350,4.0,0.7584158415841584,not assigned,505
sg4i_contig06962,2.5,0.75,not assigned,496
sg4i_contig09426,2.4,0.6919917864476386,not assigned,487
sg4i_contig08948,2.2,0.7974683544303798,not assigned,474
sg4i_contig06355,3.0,0.4977973568281938,not assigned,454
sg4i_contig13013,1.2,0.6543535620052771,not assigned,379
sg4i_contig10922,4.4,0.6643598615916955,not assigned,289
sg4i_contig11203,2.2,0.5670103092783505,not assigned,194
sg4i_contig12589,1.1,0.5648148148148148,not assigned,108
sg4i_contig00036,38.5,0.7133378225236914,gemmatimonas,60887
sg4i_contig00728,3.5,0.6723300970873787,thermobacillus,1236
sg4i_contig01341,2.3,0.5981496379726469,caldalkalibacillus,2486
sg4i_contig02047,4.4,0.6548307184145334,not assigned,1211
sg4i_contig02774,5.2,0.6034634575873202,hyphomicrobium,6814
sg4i_contig03518,4.9,0.6938341601700921,patulibacter,1411
sg4i_contig04735,5.9,0.7239732569245463,not assigned,1047
sg4i_contig07401,5.4,0.7304133251079581,conexibacter,1621
sg4i_contig10733,53.3,0.6669218989280244,thermus,1306
sg4i_contig12063,3.4,0.7457983193277311,not assigned,1428
sg4i_contig13140,4.4,0.7260159195643067,not assigned,2387
sg4i_contig14589,4.8,0.615562403697997,hyphomicrobium,5192
sg4i_contig16447,43.7,0.6461100569259962,not assigned,1054
sg4i_contig17932,20.0,0.7062766605728215,thermus,1641
sg4i_contig18613,4.7,0.6613216715257532,not assigned,8232
sg4i_contig19113,69.0,0.6575591985428051,not assigned,4941
sg4i_contig19613,83.6,0.6346472341835044,rhodothermus,3019
sg4i_contig20113,55.7,0.6403207331042382,rhodothermus,2619
sg4i_contig20613,66.9,0.6394009216589862,rhodothermus,1736
sg4i_contig03880,2.7,0.681910569105691,not assigned,984
sg4i_contig01863,2.5,0.610318331503842,not assigned,911
sg4i_contig00867,2.0,0.6091549295774648,not assigned,852
sg4i_contig06837,3.2,0.6737766624843162,not assigned,797
sg4i_contig06797,3.4,0.5887850467289719,not assigned,749
sg4i_contig13715,1.9,0.7213578500707214,not assigned,707
sg4i_contig06197,3.0,0.6887218045112782,not assigned,665
sg4i_contig00073,6.9,0.5151033386327504,not assigned,629
sg4i_contig05987,25.8,0.5445378151260504,not assigned,595
sg4i_contig06953,3.0,0.6761061946902654,not assigned,565
sg4i_contig02560,1.0,0.6477064220183486,not assigned,545
sg4i_contig09282,3.4,0.6691871455576559,not assigned,529
sg4i_contig06074,2.3,0.3365570599613153,not assigned,517
sg4i_contig05924,3.6,0.5443786982248521,not assigned,507
sg4i_contig15706,2.3,0.7449799196787149,not assigned,498
sg4i_contig08028,1.7,0.7198364008179959,not assigned,489
sg4i_contig09712,5.1,0.600418410041841,not assigned,478
sg4i_contig15235,2.8,0.6052060737527115,not assigned,461
sg4i_contig08771,3.1,0.5703703703703704,not assigned,405
sg4i_contig17600,1.3,0.5750798722044729,not assigned,313
sg4i_contig15038,2.0,0.669683257918552,not assigned,221
sg4i_contig16574,5.2,0.6666666666666666,not assigned,129
sg4i_contig00304,56.3,0.6289537712895377,not assigned,1644
sg4i_contig00895,6.3,0.6709468040073374,sphaerobacter,7087
sg4i_contig01527,4.2,0.7133375474083439,not assigned,3164
sg4i_contig02232,3.9,0.7020637146864356,not assigned,4991
sg4i_contig02982,4.1,0.6567255021302495,not assigned,1643
sg4i_contig03749,6.9,0.6297105406881486,not assigned,1831
sg4i_contig05300,3.4,0.7093253968253969,patulibacter,1008
sg4i_contig08351,2.9,0.6197458455522972,not assigned,1023
sg4i_contig10999,5.9,0.6728476821192053,sphaerobacter,3775
sg4i_contig12457,11.1,0.6644981412639405,rhodothermus,4304
sg4i_contig13387,5.3,0.7248306997742664,not assigned,4430
sg4i_contig15071,5.5,0.604598445595855,not assigned,3088
sg4i_contig16911,5.4,0.6917599186164801,not assigned,3932
sg4i_contig18248,6.9,0.6157894736842106,paenibacillus,29640
sg4i_contig18748,62.9,0.6664781563692916,rhodothermus,7073
sg4i_contig19248,9.7,0.6485213294948966,not assigned,3821
sg4i_contig19748,5.0,0.6455321944809461,paenibacillus,3044
sg4i_contig20248,63.7,0.7175860443187175,thermus,2121
sg4i_contig20749,88.5,0.6657381615598886,not assigned,1436
sg4i_contig05139,3.8,0.6386292834890965,not assigned,963
sg4i_contig10639,3.5,0.6588628762541806,not assigned,897
sg4i_contig09307,3.1,0.6435406698564593,not assigned,836
sg4i_contig09752,5.8,0.7301790281329923,not assigned,782
sg4i_contig00276,7.6,0.7042062415196744,not assigned,737
sg4i_contig09517,2.6,0.6474820143884892,not assigned,695
sg4i_contig13811,2.8,0.6192660550458715,not assigned,654
sg4i_contig08735,2.2,0.714516129032258,not assigned,620
sg4i_contig09293,2.7,0.643344709897611,not assigned,586
sg4i_contig06663,4.5,0.6285714285714286,not assigned,560
sg4i_contig04427,14.3,0.7222222222222222,not assigned,540
sg4i_contig07893,4.3,0.6647619047619048,not assigned,525
sg4i_contig15237,2.4,0.5894941634241245,not assigned,514
sg4i_contig06798,1.7,0.7485148514851485,not assigned,505
sg4i_contig09742,2.4,0.6491935483870968,not assigned,496
sg4i_contig13133,1.8,0.7535934291581109,not assigned,487
sg4i_contig03543,1.7,0.6624472573839663,not assigned,474
sg4i_contig10664,2.0,0.7444933920704846,not assigned,454
sg4i_contig13395,1.0,0.7651715039577837,not assigned,379
sg4i_contig17238,12.0,0.6885813148788927,not assigned,289
sg4i_contig09976,1.0,0.6391752577319587,cohnella,194
sg4i_contig21112,1.5,0.6759259259259259,not assigned,108
sg4i_contig00306,55.2,0.6490952006294256,not assigned,1271
sg4i_contig00896,5.6,0.6638675064147422,not assigned,4287
sg4i_contig01528,5.0,0.7068893528183716,gemmatimonas,2395
sg4i_contig02234,5.3,0.7102443206172311,not assigned,2333
sg4i_contig02984,4.6,0.7151545869234668,patulibacter,3946
sg4i_contig03750,3.0,0.6934235976789168,not assigned,1034
sg4i_contig05310,2.8,0.6848958333333334,not assigned,1152
sg4i_contig08352,2.6,0.6981132075471698,gemmatimonas,1166
sg4i_contig11003,33.2,0.6745068285280729,thermus,1318
sg4i_contig12464,49.8,0.6582466567607727,not assigned,1346
sg4i_contig13388,1.9,0.6516666666666666,not assigned,1800
sg4i_contig15087,6.8,0.5928905792861322,hyphomicrobium,6836
sg4i_contig16912,4.2,0.6625735482220517,gemmatimonas,3909
sg4i_contig18249,7.0,0.6023768175162597,paenibacillus,29367
sg4i_contig18749,4.1,0.6359026369168357,not assigned,6902
sg4i_contig19249,106.8,0.513361207053263,not assigned,5501
sg4i_contig19749,3.9,0.6384771868642837,not assigned,3441
sg4i_contig20249,72.2,0.6173254835996635,rhodothermus,2378
sg4i_contig20750,55.8,0.6553117782909931,rhodothermus,1732
sg4i_contig13561,1.7,0.5960539979231568,not assigned,963
sg4i_contig12890,2.9,0.7469342251950948,not assigned,897
sg4i_contig07860,3.0,0.6004784688995215,not assigned,836
sg4i_contig08069,2.3,0.7007672634271099,not assigned,782
sg4i_contig04680,3.1,0.5264586160108549,not assigned,737
sg4i_contig03322,1.6,0.7064748201438849,not assigned,695
sg4i_contig01955,1.9,0.6116207951070336,not assigned,654
sg4i_contig07273,3.5,0.6548387096774193,not assigned,620
sg4i_contig11316,1.8,0.6331058020477816,not assigned,586
sg4i_contig06467,2.8,0.6160714285714286,not assigned,560
sg4i_contig08402,4.0,0.5703703703703704,not assigned,540
sg4i_contig06560,2.9,0.6476190476190476,not assigned,525
sg4i_contig15158,2.3,0.6400778210116731,not assigned,514
sg4i_contig07316,3.9,0.7168316831683168,not assigned,505
sg4i_contig08390,2.4,0.5806451612903226,not assigned,496
sg4i_contig06804,2.3,0.6632443531827515,not assigned,487
sg4i_contig16289,1.9,0.5274261603375527,not assigned,474
sg4i_contig15914,16.2,0.6850220264317181,not assigned,454
sg4i_contig12394,2.4,0.6543535620052771,not assigned,379
sg4i_contig17759,1.9,0.657439446366782,not assigned,289
sg4i_contig00089,5.4,0.689119170984456,not assigned,193
sg4i_contig11805,1.1,0.6261682242990654,not assigned,107
sg4i_contig00308,6.8,0.6350245499181669,thermomicrobium,5499
sg4i_contig00897,2.6,0.6757322175732218,gemmatimonas,3346
sg4i_contig01530,4.6,0.6312956555171088,rhodothermus,5202
sg4i_contig02235,2.2,0.6306729264475743,not assigned,1278
sg4i_contig02985,5.2,0.6543715846994536,not assigned,1464
sg4i_contig03751,3.1,0.6867256637168142,conexibacter,1130
sg4i_contig05319,4.3,0.6260387811634349,thermobacillus,1444
sg4i_contig08362,4.2,0.6255485129205266,caldalkalibacillus,2051
sg4i_contig11007,5.1,0.6670945656824989,not assigned,2337
sg4i_contig12466,52.2,0.6867383512544802,not assigned,1395
sg4i_contig13389,3.7,0.7071428571428572,not assigned,1820
sg4i_contig15089,4.0,0.5695247674126226,hyphomicrobium,3977
sg4i_contig16913,88.1,0.6298129812981298,not assigned,1818
sg4i_contig18250,7.4,0.6448878501412775,not assigned,28667
sg4i_contig18750,5.2,0.6847001574352368,sphaerobacter,6987
sg4i_contig19250,78.3,0.6528301886792452,rhodothermus,4505
sg4i_contig19750,94.6,0.6646831300208271,thermus,3361
sg4i_contig20250,64.1,0.6626281453867661,not assigned,2146
sg4i_contig20751,51.8,0.6977611940298507,thermus,1608
sg4i_contig14695,3.3,0.7466251298026999,not assigned,963
sg4i_contig00020,36.8,0.5418060200668896,not assigned,897
sg4i_contig02455,3.7,0.6698564593301436,not assigned,836
sg4i_contig04640,3.8,0.5946291560102301,not assigned,782
sg4i_contig09810,3.1,0.6974219810040706,not assigned,737
sg4i_contig09614,2.6,0.7410071942446043,not assigned,695
sg4i_contig05783,4.2,0.5703363914373089,not assigned,654
sg4i_contig09761,3.0,0.6516129032258065,not assigned,620
sg4i_contig09543,3.5,0.40273037542662116,not assigned,586
sg4i_contig09594,3.7,0.7160714285714286,not assigned,560
sg4i_contig10258,2.1,0.7055555555555556,gemmatimonas,540
sg4i_contig05156,2.5,0.6666666666666666,not assigned,525
sg4i_contig08225,2.2,0.6108949416342413,not assigned,514
sg4i_contig08457,2.4,0.497029702970297,not assigned,505
sg4i_contig08709,4.1,0.655241935483871,not assigned,496
sg4i_contig09002,3.1,0.6960985626283368,sphaerobacter,487
sg4i_contig15453,2.8,0.5949367088607594,not assigned,474
sg4i_contig08110,7.7,0.6607929515418502,not assigned,454
sg4i_contig05280,2.0,0.6772486772486772,not assigned,378
sg4i_contig11729,4.0,0.7474048442906575,not assigned,289
sg4i_contig18130,1.0,0.5595854922279793,not assigned,193
sg4i_contig00335,1.0,0.7383177570093458,not assigned,107
sg4i_contig00309,6.7,0.6573568927611758,sphaerobacter,12281
sg4i_contig00898,6.1,0.6383561643835617,not assigned,2190
sg4i_contig01532,2.3,0.6378854625550661,not assigned,1135
sg4i_contig02236,3.3,0.6841269841269841,sphaerobacter,1260
sg4i_contig02987,3.8,0.6738941890719862,patulibacter,2306
sg4i_contig03752,2.4,0.732013201320132,patulibacter,1515
sg4i_contig05322,4.1,0.69272030651341,not assigned,1305
sg4i_contig08363,2.8,0.54688,hyphomicrobium,3125
sg4i_contig11011,4.8,0.6383360229514076,thermomicrobium,5577
sg4i_contig12478,69.8,0.6904906117504542,not assigned,1651
sg4i_contig13392,3.2,0.6667457305502846,gemmatimonas,4216
sg4i_contig15091,58.8,0.6435272045028143,rhodothermus,3198
sg4i_contig16920,40.5,0.7284768211920529,not assigned,1208
sg4i_contig18251,5.4,0.6005437553101105,hyphomicrobium,29425
sg4i_contig18751,75.7,0.6499928744477697,rhodothermus,7017
sg4i_contig19251,117.5,0.6623716968770474,thermus,4579
sg4i_contig19751,11.5,0.659214308527627,rhodothermus,3131
sg4i_contig20251,63.3,0.660472972972973,rhodothermus,2368
sg4i_contig20752,13.1,0.6866113744075829,not assigned,1688
sg4i_contig02762,2.7,0.7110187110187111,not assigned,962
sg4i_contig08561,2.6,0.6365663322185061,not assigned,897
sg4i_contig08189,2.9,0.6088516746411483,not assigned,836
sg4i_contig07962,3.5,0.6790281329923273,not assigned,782
sg4i_contig15800,2.9,0.49525101763907736,not assigned,737
sg4i_contig08397,2.6,0.7726618705035971,not assigned,695
sg4i_contig17365,25.8,0.6773700305810397,not assigned,654
sg4i_contig09338,2.6,0.6348949919224556,not assigned,619
sg4i_contig01874,3.8,0.6757679180887372,sphaerobacter,586
sg4i_contig15703,16.6,0.6142857142857143,hyphomicrobium,560
sg4i_contig04373,3.4,0.5851851851851851,paenibacillus,540
sg4i_contig02410,1.0,0.5314285714285715,not assigned,525
sg4i_contig10607,2.6,0.7276264591439688,not assigned,514
sg4i_contig13307,1.6,0.7643564356435644,not assigned,505
sg4i_contig06921,2.6,0.7116935483870968,not assigned,496
sg4i_contig08516,2.6,0.6406570841889117,not assigned,487
sg4i_contig06468,2.0,0.7172995780590717,not assigned,474
sg4i_contig14690,2.6,0.7555066079295154,not assigned,454
sg4i_contig11395,1.0,0.626984126984127,not assigned,378
sg4i_contig11965,4.5,0.7439446366782007,not assigned,289
sg4i_contig18126,3.8,0.46632124352331605,not assigned,193
sg4i_contig09525,1.0,0.5327102803738317,not assigned,107
sg4i_contig00310,31.7,0.7076941623218107,not assigned,66362
sg4i_contig00899,6.3,0.655410225921522,sphaerobacter,4205
sg4i_contig01533,4.3,0.6559356136820925,paenibacillus,2485
sg4i_contig02237,6.1,0.7041450777202073,not assigned,1930
sg4i_contig02990,4.8,0.6859546265613051,gemmatimonas,3923
sg4i_contig03754,2.9,0.6213872832369942,not assigned,1038
sg4i_contig05325,25.3,0.3387645297193036,not assigned,19701
sg4i_contig08379,7.5,0.6475409836065574,not assigned,2684
sg4i_contig11012,3.8,0.6241626241626241,hyphomicrobium,4329
sg4i_contig12483,64.2,0.5640043763676149,not assigned,3656
sg4i_contig13393,3.1,0.7450224791265254,gemmatimonas,1557
sg4i_contig15098,3.7,0.5368924704104759,not assigned,3971
sg4i_contig16925,2.9,0.6461397058823529,not assigned,1088
sg4i_contig18252,5.2,0.6003745715396304,hyphomicrobium,28299
sg4i_contig18752,68.3,0.6579245817975616,rhodothermus,7054
sg4i_contig19252,69.5,0.6471389645776566,rhodothermus,4404
sg4i_contig19752,10.1,0.6376192042091418,rhodothermus,3041
sg4i_contig20252,36.2,0.6799833541406575,thermus,2403
sg4i_contig20753,41.8,0.6985172981878089,not assigned,1821
sg4i_contig21012,44.9,0.6081081081081081,not assigned,962
sg4i_contig05093,2.7,0.7299107142857143,not assigned,896
sg4i_contig13787,2.6,0.6279904306220095,not assigned,836
sg4i_contig17079,10.5,0.7429667519181585,not assigned,782
sg4i_contig06184,3.1,0.5780189959294437,not assigned,737
sg4i_contig09766,2.8,0.579250720461095,hyphomicrobium,694
sg4i_contig01589,1.6,0.5275229357798165,not assigned,654
sg4i_contig17155,27.8,0.6623586429725363,not assigned,619
sg4i_contig09164,3.2,0.5955631399317406,not assigned,586
sg4i_contig10316,2.5,0.6785714285714286,not assigned,560
sg4i_contig08985,3.7,0.45185185185185184,not assigned,540
sg4i_contig05146,2.1,0.6076190476190476,not assigned,525
sg4i_contig14483,1.7,0.585603112840467,not assigned,514
sg4i_contig07922,3.2,0.6039603960396039,not assigned,505
sg4i_contig14268,2.0,0.7560483870967742,not assigned,496
sg4i_contig08152,1.8,0.7002053388090349,not assigned,487
sg4i_contig05125,2.0,0.6012658227848101,not assigned,474
sg4i_contig05381,2.6,0.6629955947136564,not assigned,454
sg4i_contig11653,8.4,0.6190476190476191,not assigned,378
sg4i_contig00165,9.3,0.726643598615917,not assigned,289
sg4i_contig13659,1.0,0.689119170984456,not assigned,193
sg4i_contig11413,1.6,0.7102803738317757,not assigned,107
sg4i_contig00311,5.4,0.6831683168316832,not assigned,1111
sg4i_contig00900,4.7,0.6998522895125554,not assigned,3385
sg4i_contig01535,7.1,0.6548117154811716,not assigned,3346
sg4i_contig02241,2.4,0.6329764453961456,rhodothermus,2335
sg4i_contig02991,2.1,0.6398916967509025,not assigned,1108
sg4i_contig03755,3.9,0.6542532340258722,not assigned,2551
sg4i_contig05326,5.3,0.695536147501213,patulibacter,4122
sg4i_contig08392,4.9,0.7243432574430824,not assigned,2855
sg4i_contig11014,42.8,0.6784140969162996,not assigned,1135
sg4i_contig12484,6.3,0.5246520405756074,not assigned,4239
sg4i_contig13397,4.1,0.7121725731895223,not assigned,3245
sg4i_contig15102,5.7,0.5936694504588101,hyphomicrobium,9699
sg4i_contig16932,17.2,0.6620959843290891,not assigned,1021
sg4i_contig18253,6.8,0.6617896302445436,not assigned,28911
sg4i_contig18753,49.6,0.6866109400205309,thermus,6819
sg4i_contig19253,8.3,0.6585918043921214,rhodothermus,4417
sg4i_contig19753,7.5,0.5968741579089194,not assigned,3711
sg4i_contig20253,7.8,0.6612903225806451,rhodothermus,2294
sg4i_contig20754,82.0,0.6725099601593626,thermus,1255
sg4i_contig16580,19.3,0.6673596673596673,thermus,962
sg4i_contig06498,2.5,0.6551339285714286,not assigned,896
sg4i_contig09897,3.6,0.6901913875598086,not assigned,836
sg4i_contig01082,3.1,0.6547314578005116,gemmatimonas,782
sg4i_contig11982,28.6,0.582089552238806,not assigned,737
sg4i_contig03077,2.8,0.69164265129683,patulibacter,694
sg4i_contig16141,21.3,0.672782874617737,not assigned,654
sg4i_contig09314,3.9,0.6365105008077544,rhodothermus,619
sg4i_contig11245,1.5,0.6996587030716723,not assigned,586
sg4i_contig02289,1.8,0.6357142857142857,not assigned,560
sg4i_contig06504,2.8,0.7388888888888889,not assigned,540
sg4i_contig15632,2.5,0.7085714285714285,not assigned,525
sg4i_contig08690,2.3,0.5992217898832685,not assigned,514
sg4i_contig09098,4.0,0.5346534653465347,not assigned,505
sg4i_contig06878,2.5,0.719758064516129,not assigned,496
sg4i_contig08126,1.9,0.7248459958932238,not assigned,487
sg4i_contig08078,1.5,0.5084388185654009,not assigned,474
sg4i_contig12502,3.2,0.6674008810572687,not assigned,454
sg4i_contig12046,2.3,0.6190476190476191,not assigned,378
sg4i_contig15831,1.0,0.6885813148788927,not assigned,289
sg4i_contig12049,1.6,0.7564766839378239,not assigned,193
sg4i_contig11462,1.0,0.616822429906542,not assigned,107
sg4i_contig00312,6.9,0.6591221575885775,sphaerobacter,9455
sg4i_contig00901,5.3,0.6826830054821026,not assigned,3101
sg4i_contig01538,6.5,0.6915782343644163,not assigned,4429
sg4i_contig02242,2.9,0.6706374758531873,gemmatimonas,3106
sg4i_contig02992,1.0,0.3968095712861416,not assigned,1003
sg4i_contig03756,4.5,0.7082748948106592,conexibacter,1426
sg4i_contig05329,4.4,0.6669266770670826,not assigned,1282
sg4i_contig08404,4.1,0.6063450955001619,caldalkalibacillus,6178
sg4i_contig11015,4.7,0.6665380162099576,not assigned,2591
sg4i_contig12495,12.0,0.5977088948787062,thermobacillus,4452
sg4i_contig13398,5.1,0.615580016934801,thermobacillus,4724
sg4i_contig15104,3.4,0.5461847389558233,not assigned,1245
sg4i_contig16933,55.5,0.6497326203208557,not assigned,1496
sg4i_contig18254,7.4,0.6448508861923798,thermomicrobium,28267
sg4i_contig18754,4.5,0.6356270096463023,not assigned,7775
sg4i_contig19254,6.3,0.6887608069164265,not assigned,4164
sg4i_contig19754,4.5,0.608058608058608,thermobacillus,3003
sg4i_contig20254,63.2,0.6687268232385661,rhodothermus,2427
sg4i_contig20755,3.3,0.6567567567567567,rhodothermus,1480
sg4i_contig16345,58.9,0.7037422037422038,not assigned,962
sg4i_contig11253,2.1,0.5959821428571429,not assigned,896
sg4i_contig03198,2.9,0.6997607655502392,not assigned,836
sg4i_contig13760,3.7,0.7097186700767263,not assigned,782
sg4i_contig16668,4.1,0.6485753052917232,not assigned,737
sg4i_contig13713,2.1,0.590778097982709,not assigned,694
sg4i_contig03247,2.4,0.6957186544342507,conexibacter,654
sg4i_contig12237,2.1,0.6268174474959612,not assigned,619
sg4i_contig09664,2.5,0.7201365187713311,not assigned,586
sg4i_contig08433,1.8,0.75,not assigned,560
sg4i_contig11038,14.6,0.7166666666666667,not assigned,540
sg4i_contig05119,2.3,0.6628571428571428,not assigned,525
sg4i_contig09366,2.3,0.6186770428015564,not assigned,514
sg4i_contig09235,2.2,0.7049504950495049,not assigned,505
sg4i_contig06459,2.5,0.5907258064516129,not assigned,496
sg4i_contig10010,2.7,0.5852156057494866,not assigned,487
sg4i_contig15834,2.1,0.7531645569620253,not assigned,474
sg4i_contig15581,2.4,0.6255506607929515,not assigned,454
sg4i_contig11086,9.4,0.6428571428571429,not assigned,378
sg4i_contig16253,13.3,0.6527777777777778,not assigned,288
sg4i_contig11184,1.0,0.6010362694300518,not assigned,193
sg4i_contig17871,1.0,0.6074766355140186,not assigned,107
sg4i_contig00313,7.2,0.621799844840962,thermomicrobium,7734
sg4i_contig00903,4.1,0.6728739913097455,not assigned,1611
sg4i_contig01540,1.9,0.5760634462869503,not assigned,1387
sg4i_contig02243,3.4,0.6784203102961918,not assigned,2127
sg4i_contig02993,3.6,0.729808773903262,not assigned,4445
sg4i_contig03757,3.4,0.6775838926174497,not assigned,3725
sg4i_contig05333,4.4,0.7268067657611481,conexibacter,1951
sg4i_contig08412,7.8,0.6199981431621948,paenibacillus,21542
sg4i_contig11016,31.6,0.7024390243902439,not assigned,1025
sg4i_contig12496,78.9,0.6053540587219344,not assigned,4632
sg4i_contig13404,3.4,0.6971235194585449,not assigned,1182
sg4i_contig15107,42.1,0.6765873015873016,not assigned,1008
sg4i_contig16936,102.7,0.6659861167823602,thermus,2449
sg4i_contig18255,6.5,0.6707185110373683,sphaerobacter,27724
sg4i_contig18755,79.6,0.6512091038406828,rhodothermus,7030
sg4i_contig19255,89.4,0.6325529542920847,not assigned,4485
sg4i_contig19755,73.4,0.6599504029758214,rhodothermus,3226
sg4i_contig20255,56.9,0.6462900505902193,not assigned,2372
sg4i_contig20756,25.0,0.7015706806282722,gemmatimonas,1146
sg4i_contig07200,3.6,0.7523413111342352,not assigned,961
sg4i_contig03584,7.1,0.6852678571428571,not assigned,896
sg4i_contig12992,3.6,0.5221556886227545,not assigned,835
sg4i_contig08605,2.3,0.710997442455243,not assigned,782
sg4i_contig09937,2.2,0.4491180461329715,not assigned,737
sg4i_contig05217,2.9,0.5922190201729106,not assigned,694
sg4i_contig10331,1.8,0.6983154670750383,not assigned,653
sg4i_contig01684,1.9,0.5977382875605816,not assigned,619
sg4i_contig04875,2.9,0.7559726962457338,not assigned,586
sg4i_contig08695,5.2,0.7101967799642218,not assigned,559
sg4i_contig06393,2.8,0.7148148148148148,not assigned,540
sg4i_contig05079,2.0,0.6571428571428571,not assigned,525
sg4i_contig12895,1.5,0.7334630350194552,not assigned,514
sg4i_contig08333,2.6,0.5722772277227722,not assigned,505
sg4i_contig09676,2.7,0.5564516129032258,not assigned,496
sg4i_contig11358,2.6,0.62217659137577,not assigned,487
sg4i_contig09750,1.7,0.7531645569620253,not assigned,474
sg4i_contig09007,3.6,0.711453744493392,not assigned,454
sg4i_contig05201,1.3,0.6322751322751323,not assigned,378
sg4i_contig12446,2.0,0.5173611111111112,not assigned,288
sg4i_contig16829,1.9,0.6197916666666666,not assigned,192
sg4i_contig16508,1.5,0.7358490566037735,not assigned,106
sg4i_contig00314,32.1,0.7156439066551427,gemmatimonas,27768
sg4i_contig00904,5.3,0.6459918080748976,not assigned,1709
sg4i_contig01542,8.0,0.6399843044928389,paenibacillus,5097
sg4i_contig02244,60.2,0.7278635255889521,not assigned,1231
sg4i_contig02994,3.9,0.6628787878787878,not assigned,2376
sg4i_contig03758,4.2,0.6626436781609195,gemmatimonas,1740
sg4i_contig05336,3.7,0.7339712918660287,not assigned,1045
sg4i_contig08414,4.9,0.6149881046788264,not assigned,2522
sg4i_contig11017,76.9,0.7170356111645814,thermus,3117
sg4i_contig12497,54.1,0.639344262295082,not assigned,1464
sg4i_contig13406,31.4,0.7154828642431948,not assigned,34606
sg4i_contig15108,12.7,0.6624390243902439,not assigned,1025
sg4i_contig16939,31.8,0.6843018213356461,not assigned,1153
sg4i_contig18256,7.7,0.6767624977110419,sphaerobacter,27305
sg4i_contig18756,79.4,0.6796708753014612,rhodothermus,7049
